selection_rank	first_public_panel_n	genbank_assembly_accession	biosample_accession	ncbi_organism_name	ncbi_organism_taxid	bacselect_species_name	bacselect_species_taxid	assembly_name	submitter	assembly_release_date	panel_identity	selector	selector_version	architecture_schema_version	source_snapshot_sha256	taxonomy_snapshot_sha256	execution_git_commit	ncbi_assembly_url
181	200	GCA_008386395.1	SAMN12688525	Paenibacillus sp. 37	2607911	Paenibacillus sp. 37	2607911	ASM838639v1	University of Copenhagen	2019-09-15	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_008386395.1/
182	200	GCA_004296515.1	SAMD00080338	endosymbiont of Pachyrhynchus infernalis	1971488	endosymbiont of Pachyrhynchus infernalis	1971488	ASM429651v1	The Open University of Japan	2017-10-21	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_004296515.1/
183	200	GCA_900095885.1	SAMEA4416159	Dickeya aquatica	1401087	Dickeya aquatica	1401087	Daq1742	UCBL	2018-08-06	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_900095885.1/
184	200	GCA_020911845.1	SAMN22864319	Pseudomonas sp. CIP-10	2892442	Pseudomonas sp. CIP-10	2892442	ASM2091184v1	Huazhong University of Science and Technology	2021-11-22	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_020911845.1/
185	200	GCA_900637865.1	SAMEA48402418	Legionella adelaidensis	45056	Legionella adelaidensis	45056	52683_G03	SC	2018-12-20	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_900637865.1/
186	200	GCA_002356215.1	SAMD00051107	[Synechococcus] sp. NIES-970	1827144	[Synechococcus] sp. NIES-970	1827144	ASM235621v1	National Institute for Environmental Studies	2017-02-08	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_002356215.1/
187	200	GCA_050870795.1	SAMN48721177	Vibrio sinus	2946865	Vibrio sinus	2946865	ASM5087079v1	Ocean university of China	2025-06-10	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_050870795.1/
188	200	GCA_020844025.1	SAMN20559762	Acidithiobacillus ferriphilus	1689834	Acidithiobacillus ferriphilus	1689834	ASM2084402v1	Lawrence Livermore National Laboratory	2021-11-12	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_020844025.1/
189	200	GCA_016894445.1	SAMN15339575	Dyadobacter sandarakinus	2747268	Dyadobacter sandarakinus	2747268	ASM1689444v1	Wuhan University	2021-02-16	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_016894445.1/
190	200	GCA_051903035.1	SAMN43903485	Mucilaginibacter sediminis	3349874	Mucilaginibacter sediminis	3349874	ASM5190303v1	Chung-Ang university	2025-08-08	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_051903035.1/
191	200	GCA_011801245.1	SAMN13899375	Clavibacter capsici	1874630	Clavibacter capsici	1874630	ASM1180124v1	KyungHee University	2020-03-31	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_011801245.1/
192	200	GCA_040589265.1	SAMN26198762	bacterium 19PA01SH03	2920705	bacterium 19PA01SH03	2920705	ASM4058926v1	FDA-CVM	2024-07-10	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_040589265.1/
193	200	GCA_011578285.1	SAMN14278072	Acinetobacter lanii	2715163	Acinetobacter lanii	2715163	ASM1157828v1	Chinese Center for Disease Control and Prevention	2020-03-20	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_011578285.1/
194	200	GCA_003627775.1	SAMN10118470	Rhizobium sp. CCGE532	2364272	Rhizobium sp. CCGE532	2364272	ASM362777v1	Center for Genomic Sciences	2018-10-09	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003627775.1/
195	200	GCA_019048745.1	SAMN16357552	Aeromonas sp. FDAARGOS 1410	2778059	Aeromonas sp. FDAARGOS 1410	2778059	ASM1904874v1	US Food and Drug Administration	2021-06-28	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_019048745.1/
196	200	GCA_004564075.1	SAMN11180679	Microbacterium sediminis	904291	Microbacterium sediminis	904291	ASM456407v1	The Third Institute of State Oceanic Administration	2019-04-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_004564075.1/
197	200	GCA_014764405.1	SAMN16176545	Micromonospora craniellae	2294034	Micromonospora craniellae	2294034	ASM1476440v1	Qilu Medical University	2020-09-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_014764405.1/
198	200	GCA_049244175.1	SAMN15393827	Gardnerella sp. DNF01195	2749065	Gardnerella sp. DNF01195	2749065	ASM4924417v1	Fred Hutch	2025-04-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_049244175.1/
199	200	GCA_015624505.1	SAMN16089659	Bradyrhizobium commune	83627	Bradyrhizobium commune	83627	ASM1562450v1	Universite Claude Bernard - Lyon 1	2020-11-20	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_015624505.1/
200	200	GCA_900465355.1	SAMEA4698766	Bipolaricaulis sanaerobius (SeqCode)	2026885	Bipolaricaulis sanaerobius (SeqCode)	2026885	Ran1-1	AALBORG UNIVERSITY	2018-06-18	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_900465355.1/
201	500	GCA_030505695.1	SAMN36316421	Halomonas alkalicola	1930622	Halomonas alkalicola	1930622	ASM3050569v1	Beijing Forestry University	2023-07-19	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030505695.1/
202	500	GCA_030178475.1	SAMN35453529	Curtobacterium citreum	2036	Curtobacterium citreum	2036	ASM3017847v1	Guangxi University	2023-06-06	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030178475.1/
203	500	GCA_001262015.1	SAMN03704035	Prevotella fusca JCM 17724	1236517	Prevotella fusca	589436	ASM126201v1	The Forsyth Institute	2015-08-06	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001262015.1/
204	500	GCA_036346595.1	SAMN24016243	Streptomyces sp. NBC_00525	2903660	Streptomyces sp. NBC_00525	2903660	ASM3634659v1	Technical University of Denmark	2024-02-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_036346595.1/
205	500	GCA_003953885.1	SAMN10135941	Halocella sp. SP3-1	2382161	Halocella sp. SP3-1	2382161	ASM395388v1	King Mongkut's University of Technology Thonburi	2018-12-18	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003953885.1/
206	500	GCA_031326345.1	SAMN35563658	Aureispira sp. CCB-E	3051121	Aureispira sp. CCB-E	3051121	ASM3132634v1	Universiti Sains Malaysia	2023-09-11	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_031326345.1/
207	500	GCA_011516625.5	SAMN14360511	Bradyrhizobium sp. 2S1	1404429	Bradyrhizobium sp. 2S1	1404429	ASM1151662v5	Agriculture and Agri-Food Canada	2024-04-01	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_011516625.5/
208	500	GCA_023380265.1	SAMN26370965	Bombilactobacillus folatiphilus	2923362	Bombilactobacillus folatiphilus	2923362	ASM2338026v1	The University of Adelaide	2022-05-17	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_023380265.1/
209	500	GCA_050156935.1	SAMN48102446	Pseudarthrobacter sp. P1	3418418	Pseudarthrobacter sp. P1	3418418	ASM5015693v1	Wuhan University	2025-05-05	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_050156935.1/
210	500	GCA_024346995.1	SAMD00393689	Vibrio palustris	1918946	Vibrio palustris	1918946	ASM2434699v1	Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University	2022-07-13	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_024346995.1/
211	500	GCA_014084005.1	SAMN13656845	Brucella sp. BO3	2691913	Brucella sp. BO3	2691913	ASM1408400v1	Northern Arizona University	2020-08-06	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_014084005.1/
212	500	GCA_030296895.1	SAMD00595369	Helicobacter felistomachi	3040201	Helicobacter felistomachi	3040201	ASM3029689v1	AMR Research Center, National Institute of Infectious Diseases	2023-04-14	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030296895.1/
213	500	GCA_000010085.1	SAMD00061079	Sodalis glossinidius str. 'morsitans'	343509	Sodalis glossinidius	63612	ASM1008v1	Kitasato Institute for Life Sciences, Japan	2006-01-10	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000010085.1/
214	500	GCA_003798325.1	SAMN10228556	Propionibacterium acidifaciens	556499	Propionibacterium acidifaciens	556499	ASM379832v1	US Food and Drug Administration	2018-11-20	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003798325.1/
215	500	GCA_050949235.1	SAMN42902633	Streptosporangium sp. CA-135522	3240072	Streptosporangium sp. CA-135522	3240072	MDNA_WGS_229_assembly	Technical University of Denmark	2025-06-17	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_050949235.1/
216	500	GCA_000007485.1	SAMN02603248	Tropheryma whipplei str. Twist	203267	Tropheryma whipplei	2039	ASM748v1	Genoscope	2003-02-24	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000007485.1/
217	500	GCA_009937975.1	SAMD00106804	Undibacterium sp. YM2	2058625	Undibacterium sp. YM2	2058625	ASM993797v1	Department of Material and Environmental Chemistry, Graduate School of Engineering, Utsunomiya University	2020-01-16	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_009937975.1/
218	500	GCA_045041065.1	SAMN30552876	Streptomyces sp. NBC_00028	2975624	Streptomyces sp. NBC_00028	2975624	ASM4504106v1	Technical University of Denmark	2024-01-24	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_045041065.1/
219	500	GCA_025560745.1	SAMN24424145	Burkholderia sp. S-53	2906514	Burkholderia sp. S-53	2906514	ASM2556074v1	Shandong University	2022-10-04	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_025560745.1/
220	500	GCA_001308105.1	SAMN04120646	Persicobacter sp. JZB09	1085624	Persicobacter sp. JZB09	1085624	ASM130810v1	Shandong University	2015-10-08	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001308105.1/
221	500	GCA_030167965.1	SAMN27191767	Streptomyces sp. 2P-4	2931974	Streptomyces sp. 2P-4	2931974	ASM3016796v1	Zhejiang Pharmaceutical University	2023-06-05	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030167965.1/
222	500	GCA_003667765.1	SAMN10146798	Mesobacillus foraminis	279826	Mesobacillus foraminis	279826	ASM366776v1	King Abdullah University of Science and Technology	2018-10-21	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003667765.1/
223	500	GCA_024220175.1	SAMN28745336	Paraconexibacter antarcticus	2949664	Paraconexibacter antarcticus	2949664	ASM2422017v1	Wuhan University	2022-07-12	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_024220175.1/
224	500	GCA_004114955.1	SAMN03459144	Bradyrhizobium guangzhouense	1325095	Bradyrhizobium guangzhouense	1325095	ASM411495v1	China Agricultural University	2019-01-28	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_004114955.1/
225	500	GCA_047041125.1	SAMN45939254	Gordonia sp. LUNF6	3388658	Gordonia sp. LUNF6	3388658	ASM4704112v1	Langfang Normal University	2025-01-23	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_047041125.1/
226	500	GCA_030296575.1	SAMD00582110	Paraoerskovia sediminicola	1138587	Paraoerskovia sediminicola	1138587	ASM3029657v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	2023-03-24	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030296575.1/
227	500	GCA_002893765.1	SAMN08295148	Pseudotamlana carrageenivorans	2069432	Pseudotamlana carrageenivorans	2069432	ASM289376v1	National Marine Biodiversity Institute of Korea	2018-01-21	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_002893765.1/
228	500	GCA_028609805.1	SAMN13404539	Corynebacterium massiliense DSM 45435	1121364	Corynebacterium massiliense	441501	ASM2860980v1	Uni Bielefeld	2023-02-13	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_028609805.1/
229	500	GCA_045276905.1	SAMN24016389	Streptomyces sp. NBC_01108	2903751	Streptomyces sp. NBC_01108	2903751	ASM4527690v1	Technical University of Denmark	2024-01-23	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_045276905.1/
230	500	GCA_019343105.1	SAMN18571172	Methylovirgula sp. HY1	2822761	Methylovirgula sp. HY1	2822761	ASM1934310v1	Chung-Buk National Univiersity	2021-07-26	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_019343105.1/
231	500	GCA_014863525.1	SAMN16277625	Brevibacterium sp. JNUCC-42	2777985	Brevibacterium sp. JNUCC-42	2777985	ASM1486352v1	Jeju National University	2020-10-08	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_014863525.1/
232	500	GCA_025144335.1	SAMN20691752	Jannaschia sp. W003	2867012	Jannaschia sp. W003	2867012	ASM2514433v1	Ocean University of China	2022-09-12	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_025144335.1/
233	500	GCA_009363775.1	SAMN11996108	Pseudoalteromonas sp. THAF3	2587843	Pseudoalteromonas sp. THAF3	2587843	ASM936377v1	Uni Bielefeld	2019-10-28	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_009363775.1/
